"id","ghId","ghTitle","topic","conceptIndex","concept","learningModeProfile","representation","contentProfileId","contentProfileLabel","conceptClusterId","systemUse"
"gh-04-c03-e65e4deb-relationship_diagram","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","lecture","relational","relationship_diagram","关系图谱","gh-04-c03-e65e4deb","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-04-c03-e65e4deb-symbolic_bridge","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","lecture","symbolic","symbolic_bridge","符号桥接","gh-04-c03-e65e4deb","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-04-c03-e65e4deb-misconception_contrast","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","game","relational","misconception_contrast","误解对比","gh-04-c03-e65e4deb","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-04-c03-e65e4deb-error_repair_challenge","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","game","applied","error_repair_challenge","纠错挑战","gh-04-c03-e65e4deb","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-04-c03-e65e4deb-micro_practice","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","practice","assessment","micro_practice","微练习确认","gh-04-c03-e65e4deb","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-04-c03-e65e4deb-transfer_context","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","practice","applied","transfer_context","迁移应用","gh-04-c03-e65e4deb","适合需要收集近迁移应用证据时调用"
"gh-04-c03-e65e4deb-challenge_experiment","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","experiment","visual","challenge_experiment","挑战实验","gh-04-c03-e65e4deb","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-04-c03-e65e4deb-spatial_or_2d_view","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-04-c03-e65e4deb","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-04-c03-e65e4deb-teach_back_card","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","3","链式法则","practice","verbal","teach_back_card","讲给同伴听","gh-04-c03-e65e4deb","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-04-c04-2df9fcde-intuition_simulation","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","experiment","manipulative","intuition_simulation","直觉操作实验","gh-04-c04-2df9fcde","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-04-c04-2df9fcde-relationship_diagram","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","lecture","relational","relationship_diagram","关系图谱","gh-04-c04-2df9fcde","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-04-c04-2df9fcde-symbolic_bridge","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","lecture","symbolic","symbolic_bridge","符号桥接","gh-04-c04-2df9fcde","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-04-c04-2df9fcde-misconception_contrast","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","game","relational","misconception_contrast","误解对比","gh-04-c04-2df9fcde","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-04-c04-2df9fcde-error_repair_challenge","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","game","applied","error_repair_challenge","纠错挑战","gh-04-c04-2df9fcde","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-04-c04-2df9fcde-micro_practice","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","practice","assessment","micro_practice","微练习确认","gh-04-c04-2df9fcde","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-04-c04-2df9fcde-transfer_context","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","practice","applied","transfer_context","迁移应用","gh-04-c04-2df9fcde","适合需要收集近迁移应用证据时调用"
"gh-04-c04-2df9fcde-challenge_experiment","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","experiment","visual","challenge_experiment","挑战实验","gh-04-c04-2df9fcde","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-04-c04-2df9fcde-spatial_or_2d_view","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-04-c04-2df9fcde","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-04-c04-2df9fcde-teach_back_card","GH-04","常用求导规则与函数组合","常用求导规则与函数组合","4","常见函数变化速度","practice","verbal","teach_back_card","讲给同伴听","gh-04-c04-2df9fcde","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-05-c01-810f9db1-intuition_simulation","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","experiment","manipulative","intuition_simulation","直觉操作实验","gh-05-c01-810f9db1","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-05-c01-810f9db1-relationship_diagram","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","lecture","relational","relationship_diagram","关系图谱","gh-05-c01-810f9db1","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-05-c01-810f9db1-symbolic_bridge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","lecture","symbolic","symbolic_bridge","符号桥接","gh-05-c01-810f9db1","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-05-c01-810f9db1-misconception_contrast","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","game","relational","misconception_contrast","误解对比","gh-05-c01-810f9db1","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-05-c01-810f9db1-error_repair_challenge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","game","applied","error_repair_challenge","纠错挑战","gh-05-c01-810f9db1","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-05-c01-810f9db1-micro_practice","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","practice","assessment","micro_practice","微练习确认","gh-05-c01-810f9db1","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-05-c01-810f9db1-transfer_context","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","practice","applied","transfer_context","迁移应用","gh-05-c01-810f9db1","适合需要收集近迁移应用证据时调用"
"gh-05-c01-810f9db1-challenge_experiment","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","experiment","visual","challenge_experiment","挑战实验","gh-05-c01-810f9db1","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-05-c01-810f9db1-spatial_or_2d_view","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-05-c01-810f9db1","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-05-c01-810f9db1-teach_back_card","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","1","导函数图像读法","practice","verbal","teach_back_card","讲给同伴听","gh-05-c01-810f9db1","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-05-c02-f22b9650-intuition_simulation","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","experiment","manipulative","intuition_simulation","直觉操作实验","gh-05-c02-f22b9650","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-05-c02-f22b9650-relationship_diagram","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","lecture","relational","relationship_diagram","关系图谱","gh-05-c02-f22b9650","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-05-c02-f22b9650-symbolic_bridge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","lecture","symbolic","symbolic_bridge","符号桥接","gh-05-c02-f22b9650","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-05-c02-f22b9650-misconception_contrast","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","game","relational","misconception_contrast","误解对比","gh-05-c02-f22b9650","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-05-c02-f22b9650-error_repair_challenge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","game","applied","error_repair_challenge","纠错挑战","gh-05-c02-f22b9650","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-05-c02-f22b9650-micro_practice","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","practice","assessment","micro_practice","微练习确认","gh-05-c02-f22b9650","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-05-c02-f22b9650-transfer_context","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","practice","applied","transfer_context","迁移应用","gh-05-c02-f22b9650","适合需要收集近迁移应用证据时调用"
"gh-05-c02-f22b9650-challenge_experiment","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","experiment","visual","challenge_experiment","挑战实验","gh-05-c02-f22b9650","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-05-c02-f22b9650-spatial_or_2d_view","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-05-c02-f22b9650","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-05-c02-f22b9650-teach_back_card","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","2","临界点与极值","practice","verbal","teach_back_card","讲给同伴听","gh-05-c02-f22b9650","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-05-c03-f7092996-intuition_simulation","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","experiment","manipulative","intuition_simulation","直觉操作实验","gh-05-c03-f7092996","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-05-c03-f7092996-relationship_diagram","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","lecture","relational","relationship_diagram","关系图谱","gh-05-c03-f7092996","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-05-c03-f7092996-symbolic_bridge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","lecture","symbolic","symbolic_bridge","符号桥接","gh-05-c03-f7092996","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-05-c03-f7092996-misconception_contrast","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","game","relational","misconception_contrast","误解对比","gh-05-c03-f7092996","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-05-c03-f7092996-error_repair_challenge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","game","applied","error_repair_challenge","纠错挑战","gh-05-c03-f7092996","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-05-c03-f7092996-micro_practice","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","practice","assessment","micro_practice","微练习确认","gh-05-c03-f7092996","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-05-c03-f7092996-transfer_context","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","practice","applied","transfer_context","迁移应用","gh-05-c03-f7092996","适合需要收集近迁移应用证据时调用"
"gh-05-c03-f7092996-challenge_experiment","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","experiment","visual","challenge_experiment","挑战实验","gh-05-c03-f7092996","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-05-c03-f7092996-spatial_or_2d_view","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-05-c03-f7092996","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-05-c03-f7092996-teach_back_card","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","3","二阶变化和凹凸","practice","verbal","teach_back_card","讲给同伴听","gh-05-c03-f7092996","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-05-c04-562d8595-intuition_simulation","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","experiment","manipulative","intuition_simulation","直觉操作实验","gh-05-c04-562d8595","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-05-c04-562d8595-relationship_diagram","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","lecture","relational","relationship_diagram","关系图谱","gh-05-c04-562d8595","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-05-c04-562d8595-symbolic_bridge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","lecture","symbolic","symbolic_bridge","符号桥接","gh-05-c04-562d8595","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-05-c04-562d8595-misconception_contrast","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","game","relational","misconception_contrast","误解对比","gh-05-c04-562d8595","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-05-c04-562d8595-error_repair_challenge","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","game","applied","error_repair_challenge","纠错挑战","gh-05-c04-562d8595","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-05-c04-562d8595-micro_practice","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","practice","assessment","micro_practice","微练习确认","gh-05-c04-562d8595","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-05-c04-562d8595-transfer_context","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","practice","applied","transfer_context","迁移应用","gh-05-c04-562d8595","适合需要收集近迁移应用证据时调用"
"gh-05-c04-562d8595-challenge_experiment","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","experiment","visual","challenge_experiment","挑战实验","gh-05-c04-562d8595","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-05-c04-562d8595-spatial_or_2d_view","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-05-c04-562d8595","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-05-c04-562d8595-teach_back_card","GH-05","导数应用：单调、极值与弯曲","导数应用：单调、极值与弯曲","4","实际最值建模","practice","verbal","teach_back_card","讲给同伴听","gh-05-c04-562d8595","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-06-c01-0e05fe6f-intuition_simulation","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","experiment","manipulative","intuition_simulation","直觉操作实验","gh-06-c01-0e05fe6f","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-06-c01-0e05fe6f-relationship_diagram","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","lecture","relational","relationship_diagram","关系图谱","gh-06-c01-0e05fe6f","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-06-c01-0e05fe6f-symbolic_bridge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","lecture","symbolic","symbolic_bridge","符号桥接","gh-06-c01-0e05fe6f","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-06-c01-0e05fe6f-misconception_contrast","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","game","relational","misconception_contrast","误解对比","gh-06-c01-0e05fe6f","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-06-c01-0e05fe6f-error_repair_challenge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","game","applied","error_repair_challenge","纠错挑战","gh-06-c01-0e05fe6f","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-06-c01-0e05fe6f-micro_practice","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","practice","assessment","micro_practice","微练习确认","gh-06-c01-0e05fe6f","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-06-c01-0e05fe6f-transfer_context","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","practice","applied","transfer_context","迁移应用","gh-06-c01-0e05fe6f","适合需要收集近迁移应用证据时调用"
"gh-06-c01-0e05fe6f-challenge_experiment","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","experiment","visual","challenge_experiment","挑战实验","gh-06-c01-0e05fe6f","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-06-c01-0e05fe6f-spatial_or_2d_view","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-06-c01-0e05fe6f","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-06-c01-0e05fe6f-teach_back_card","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","1","小矩形逼近面积","practice","verbal","teach_back_card","讲给同伴听","gh-06-c01-0e05fe6f","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-06-c02-e9a24991-intuition_simulation","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","experiment","manipulative","intuition_simulation","直觉操作实验","gh-06-c02-e9a24991","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-06-c02-e9a24991-relationship_diagram","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","lecture","relational","relationship_diagram","关系图谱","gh-06-c02-e9a24991","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-06-c02-e9a24991-symbolic_bridge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","lecture","symbolic","symbolic_bridge","符号桥接","gh-06-c02-e9a24991","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-06-c02-e9a24991-misconception_contrast","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","game","relational","misconception_contrast","误解对比","gh-06-c02-e9a24991","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-06-c02-e9a24991-error_repair_challenge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","game","applied","error_repair_challenge","纠错挑战","gh-06-c02-e9a24991","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-06-c02-e9a24991-micro_practice","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","practice","assessment","micro_practice","微练习确认","gh-06-c02-e9a24991","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-06-c02-e9a24991-transfer_context","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","practice","applied","transfer_context","迁移应用","gh-06-c02-e9a24991","适合需要收集近迁移应用证据时调用"
"gh-06-c02-e9a24991-challenge_experiment","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","experiment","visual","challenge_experiment","挑战实验","gh-06-c02-e9a24991","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-06-c02-e9a24991-spatial_or_2d_view","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-06-c02-e9a24991","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-06-c02-e9a24991-teach_back_card","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","2","定积分作为累积","practice","verbal","teach_back_card","讲给同伴听","gh-06-c02-e9a24991","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-06-c03-9ddae805-intuition_simulation","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","experiment","manipulative","intuition_simulation","直觉操作实验","gh-06-c03-9ddae805","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-06-c03-9ddae805-relationship_diagram","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","lecture","relational","relationship_diagram","关系图谱","gh-06-c03-9ddae805","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-06-c03-9ddae805-symbolic_bridge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","lecture","symbolic","symbolic_bridge","符号桥接","gh-06-c03-9ddae805","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-06-c03-9ddae805-misconception_contrast","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","game","relational","misconception_contrast","误解对比","gh-06-c03-9ddae805","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-06-c03-9ddae805-error_repair_challenge","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","game","applied","error_repair_challenge","纠错挑战","gh-06-c03-9ddae805","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-06-c03-9ddae805-micro_practice","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","practice","assessment","micro_practice","微练习确认","gh-06-c03-9ddae805","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-06-c03-9ddae805-transfer_context","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","practice","applied","transfer_context","迁移应用","gh-06-c03-9ddae805","适合需要收集近迁移应用证据时调用"
"gh-06-c03-9ddae805-challenge_experiment","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","experiment","visual","challenge_experiment","挑战实验","gh-06-c03-9ddae805","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-06-c03-9ddae805-spatial_or_2d_view","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-06-c03-9ddae805","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-06-c03-9ddae805-teach_back_card","GH-06","积分直觉：面积、累积与原函数","积分直觉：面积、累积与原函数","3","原函数和不定积分","practice","verbal","teach_back_card","讲给同伴听","gh-06-c03-9ddae805","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-07-c01-c5ef7efd-intuition_simulation","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","experiment","manipulative","intuition_simulation","直觉操作实验","gh-07-c01-c5ef7efd","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-07-c01-c5ef7efd-relationship_diagram","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","lecture","relational","relationship_diagram","关系图谱","gh-07-c01-c5ef7efd","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-07-c01-c5ef7efd-symbolic_bridge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","lecture","symbolic","symbolic_bridge","符号桥接","gh-07-c01-c5ef7efd","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-07-c01-c5ef7efd-misconception_contrast","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","game","relational","misconception_contrast","误解对比","gh-07-c01-c5ef7efd","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-07-c01-c5ef7efd-error_repair_challenge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","game","applied","error_repair_challenge","纠错挑战","gh-07-c01-c5ef7efd","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-07-c01-c5ef7efd-micro_practice","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","practice","assessment","micro_practice","微练习确认","gh-07-c01-c5ef7efd","适合需要快速确认掌握、继续学习前补充检查证据时调用"
"gh-07-c01-c5ef7efd-transfer_context","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","practice","applied","transfer_context","迁移应用","gh-07-c01-c5ef7efd","适合需要收集近迁移应用证据时调用"
"gh-07-c01-c5ef7efd-challenge_experiment","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","experiment","visual","challenge_experiment","挑战实验","gh-07-c01-c5ef7efd","适合需要收集更高挑战度的操作、比较或边界情况证据时调用"
"gh-07-c01-c5ef7efd-spatial_or_2d_view","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","experiment","visual","spatial_or_2d_view","空间/二维视角","gh-07-c01-c5ef7efd","适合需要补充空间视角、二维兜底或可视化理解证据时调用"
"gh-07-c01-c5ef7efd-teach_back_card","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","1","变上限积分","practice","verbal","teach_back_card","讲给同伴听","gh-07-c01-c5ef7efd","适合需要收集口头化解释、同伴讲解或反例说明证据时调用"
"gh-07-c02-f2c18870-intuition_simulation","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","experiment","manipulative","intuition_simulation","直觉操作实验","gh-07-c02-f2c18870","适合需要补充直觉操作证据、提升低交互参与或验证变量关系时调用"
"gh-07-c02-f2c18870-relationship_diagram","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","lecture","relational","relationship_diagram","关系图谱","gh-07-c02-f2c18870","适合需要补充概念关系、表示转换或前后连接证据时调用"
"gh-07-c02-f2c18870-symbolic_bridge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","lecture","symbolic","symbolic_bridge","符号桥接","gh-07-c02-f2c18870","适合需要补充符号含义、公式语言或简答表达证据时调用"
"gh-07-c02-f2c18870-misconception_contrast","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","game","relational","misconception_contrast","误解对比","gh-07-c02-f2c18870","适合需要暴露并对比典型误解、收集纠错解释证据时调用"
"gh-07-c02-f2c18870-error_repair_challenge","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","game","applied","error_repair_challenge","纠错挑战","gh-07-c02-f2c18870","适合需要通过可重试挑战收集纠错过程证据时调用"
"gh-07-c02-f2c18870-micro_practice","GH-07","微积分基本定理与积分方法","微积分基本定理与积分方法","2","牛顿-莱布尼茨公式","practice","assessment","micro_practice","微练习确认","gh-07-c02-f2c18870","适合需要快速确认掌握、继续学习前补充检查证据时调用"
